"iso3","country","pollutant_name","duration","aqs_numeric","aqs_slices"
"LBY","Libya","CO","1h",NA,"Non-existent AQS"
"LBY","Libya","CO","24h",NA,"Non-existent AQS"
"LBY","Libya","CO","8h",NA,"Non-existent AQS"
"LBY","Libya","NO2","1h",NA,"Non-existent AQS"
"LBY","Libya","NO2","24h",NA,"Non-existent AQS"
"LBY","Libya","NO2","yr",NA,"Non-existent AQS"
"LBY","Libya","O3","8h",NA,"Non-existent AQS"
"LBY","Libya","PM10","24h",NA,"Non-existent AQS"
"LBY","Libya","PM10","yr",NA,"Non-existent AQS"
"LBY","Libya","PM25","24h",NA,"Non-existent AQS"
"LBY","Libya","PM25","yr",NA,"Non-existent AQS"
"LBY","Libya","SO2","10m",NA,"Non-existent AQS"
"LBY","Libya","SO2","24h",NA,"Non-existent AQS"
"LIE","Liechtenstein","CO","15m",NA,"Data not available"
"LIE","Liechtenstein","CO","1h",NA,"Data not available"
"LIE","Liechtenstein","CO","24h",8000,">7,000"
"LIE","Liechtenstein","CO","8h",NA,"Data not available"
"LIE","Liechtenstein","NO2","1h",NA,"Data not available"
"LIE","Liechtenstein","NO2","24h",80,">50 to 120"
"LIE","Liechtenstein","NO2","yr",30,">20 to 30"
"LIE","Liechtenstein","O3","8h",NA,"Data not available"
"LIE","Liechtenstein","PM10","24h",50,">45 to 50"
"LIE","Liechtenstein","PM10","yr",20,">15 to 20"
"LIE","Liechtenstein","PM25","24h",NA,"Data not available"
"LIE","Liechtenstein","PM25","yr",10,">5 to 10"
"LIE","Liechtenstein","SO2","10m",NA,"Data not available"
"LIE","Liechtenstein","SO2","24h",100,">50 to 125"
"LTU","Lithuania","CO","15m",NA,"Data not available"
"LTU","Lithuania","CO","1h",NA,"Data not available"
"LTU","Lithuania","CO","24h",4000,"≤4,000"
"LTU","Lithuania","CO","8h",10000,"≤10,000"
"LTU","Lithuania","NO2","1h",200,"≤200"
"LTU","Lithuania","NO2","24h",50,">25 to 50"
"LTU","Lithuania","NO2","yr",20,">10 to 20"
"LTU","Lithuania","O3","8h",120,">100 to 120"
"LTU","Lithuania","PM10","24h",45,"≤45"
"LTU","Lithuania","PM10","yr",20,">15 to 20"
"LTU","Lithuania","PM25","24h",25,">15 to 25"
"LTU","Lithuania","PM25","yr",10,">5 to 10"
"LTU","Lithuania","SO2","10m",NA,"Data not available"
"LTU","Lithuania","SO2","24h",50,">40 to 50"
"LUX","Luxembourg","CO","15m",NA,"Data not available"
"LUX","Luxembourg","CO","1h",NA,"Data not available"
"LUX","Luxembourg","CO","24h",4000,"≤4,000"
"LUX","Luxembourg","CO","8h",10000,"≤10,000"
"LUX","Luxembourg","NO2","1h",200,"≤200"
"LUX","Luxembourg","NO2","24h",50,">25 to 50"
"LUX","Luxembourg","NO2","yr",20,">10 to 20"
"LUX","Luxembourg","O3","8h",120,">100 to 120"
"LUX","Luxembourg","PM10","24h",45,"≤45"
"LUX","Luxembourg","PM10","yr",20,">15 to 20"
"LUX","Luxembourg","PM25","24h",25,">15 to 25"
"LUX","Luxembourg","PM25","yr",10,">5 to 10"
"LUX","Luxembourg","SO2","10m",NA,"Data not available"
"LUX","Luxembourg","SO2","24h",50,">40 to 50"
"MDG","Madagascar","CO","15m",NA,"Data not available"
"MDG","Madagascar","CO","1h",NA,"Data not available"
"MDG","Madagascar","CO","24h",NA,"Data not available"
"MDG","Madagascar","CO","8h",NA,"Data not available"
"MDG","Madagascar","NO2","1h",NA,"Data not available"
"MDG","Madagascar","NO2","24h",NA,"Data not available"
"MDG","Madagascar","NO2","yr",NA,"Data not available"
"MDG","Madagascar","O3","8h",NA,"Data not available"
"MDG","Madagascar","PM10","24h",NA,"Data not available"
"MDG","Madagascar","PM10","yr",NA,"Data not available"
"MDG","Madagascar","PM25","24h",NA,"Data not available"
"MDG","Madagascar","PM25","yr",NA,"Data not available"
"MDG","Madagascar","SO2","10m",NA,"Data not available"
"MDG","Madagascar","SO2","24h",NA,"Data not available"
"MWI","Malawi","CO","15m",NA,"Data not available"
"MWI","Malawi","CO","1h",40775,">35,000"
"MWI","Malawi","CO","24h",NA,"Data not available"
"MWI","Malawi","CO","8h",10485,">10,000"
"MWI","Malawi","NO2","1h",229.7,">200"
"MWI","Malawi","NO2","24h",NA,"Data not available"
"MWI","Malawi","NO2","yr",57.4,">40"
"MWI","Malawi","O3","8h",NA,"Data not available"
"MWI","Malawi","PM10","24h",25,"≤45"
"MWI","Malawi","PM10","yr",NA,"Data not available"
"MWI","Malawi","PM25","24h",NA,"Data not available"
"MWI","Malawi","PM25","yr",8,">5 to 10"
"MWI","Malawi","SO2","10m",NA,"Data not available"
"MWI","Malawi","SO2","24h",212.8,">125"
"MYS","Malaysia","CO","15m",NA,"Data not available"
"MYS","Malaysia","CO","1h",30000,"≤35,000"
"MYS","Malaysia","CO","24h",NA,"Data not available"
"MYS","Malaysia","CO","8h",10000,"≤10,000"
"MYS","Malaysia","NO2","1h",NA,"Data not available"
"MYS","Malaysia","NO2","24h",70,">50 to 120"
"MYS","Malaysia","NO2","yr",280,">40"
"MYS","Malaysia","O3","8h",100,"≤100"
"MYS","Malaysia","PM10","24h",100,">75 to 100"
"MYS","Malaysia","PM10","yr",40,">30 to 50"
"MYS","Malaysia","PM25","24h",35,">25 to 37.5"
"MYS","Malaysia","PM25","yr",15,">10 to 15"
"MYS","Malaysia","SO2","10m",NA,"Data not available"
"MYS","Malaysia","SO2","24h",80,">50 to 125"
"MDV","Maldives","CO","15m",NA,"Non-existent AQS"
"MDV","Maldives","CO","1h",NA,"Non-existent AQS"
"MDV","Maldives","CO","24h",NA,"Non-existent AQS"
"MDV","Maldives","CO","8h",NA,"Non-existent AQS"
"MDV","Maldives","NO2","1h",NA,"Non-existent AQS"
"MDV","Maldives","NO2","24h",NA,"Non-existent AQS"
"MDV","Maldives","NO2","yr",NA,"Non-existent AQS"
"MDV","Maldives","O3","8h",NA,"Non-existent AQS"
"MDV","Maldives","PM10","24h",NA,"Non-existent AQS"
"MDV","Maldives","PM10","yr",NA,"Non-existent AQS"
"MDV","Maldives","PM25","24h",NA,"Non-existent AQS"
"MDV","Maldives","PM25","yr",NA,"Non-existent AQS"
"MDV","Maldives","SO2","10m",NA,"Non-existent AQS"
"MDV","Maldives","SO2","24h",NA,"Non-existent AQS"
"MLI","Mali","CO","15m",NA,"Data not available"
"MLI","Mali","CO","1h",NA,"Data not available"
"MLI","Mali","CO","24h",NA,"Data not available"
"MLI","Mali","CO","8h",NA,"Data not available"
"MLI","Mali","NO2","1h",NA,"Data not available"
"MLI","Mali","NO2","24h",NA,"Data not available"
"MLI","Mali","NO2","yr",NA,"Data not available"
"MLI","Mali","O3","8h",NA,"Data not available"
"MLI","Mali","PM10","24h",NA,"Data not available"
"MLI","Mali","PM10","yr",NA,"Data not available"
"MLI","Mali","PM25","24h",NA,"Data not available"
"MLI","Mali","PM25","yr",NA,"Data not available"
"MLI","Mali","SO2","10m",NA,"Data not available"
"MLI","Mali","SO2","24h",NA,"Data not available"
"MLT","Malta","CO","15m",NA,"Data not available"
"MLT","Malta","CO","1h",NA,"Data not available"
"MLT","Malta","CO","24h",4000,"≤4,000"
"MLT","Malta","CO","8h",10000,"≤10,000"
"MLT","Malta","NO2","1h",200,"≤200"
"MLT","Malta","NO2","24h",50,">25 to 50"
"MLT","Malta","NO2","yr",20,">10 to 20"
"MLT","Malta","O3","8h",120,">100 to 120"
"MLT","Malta","PM10","24h",45,"≤45"
"MLT","Malta","PM10","yr",20,">15 to 20"
"MLT","Malta","PM25","24h",25,">15 to 25"
"MLT","Malta","PM25","yr",10,">5 to 10"
"MLT","Malta","SO2","10m",NA,"Data not available"
"MLT","Malta","SO2","24h",50,">40 to 50"
"MHL","Marshall Islands","CO","15m",NA,"Data not available"
"MHL","Marshall Islands","CO","1h",40000,">35,000"
"MHL","Marshall Islands","CO","24h",NA,"Data not available"
"MHL","Marshall Islands","CO","8h",10,"≤10,000"
"MHL","Marshall Islands","NO2","1h",NA,"Data not available"
"MHL","Marshall Islands","NO2","24h",NA,"Data not available"
"MHL","Marshall Islands","NO2","yr",NA,"Data not available"
"MHL","Marshall Islands","O3","8h",NA,"Data not available"
"MHL","Marshall Islands","PM10","24h",NA,"Data not available"
"MHL","Marshall Islands","PM10","yr",NA,"Data not available"
"MHL","Marshall Islands","PM25","24h",NA,"Data not available"
"MHL","Marshall Islands","PM25","yr",NA,"Data not available"
"MHL","Marshall Islands","SO2","10m",NA,"Data not available"
"MHL","Marshall Islands","SO2","24h",365,">125"
"MTQ","Martinique","CO","15m",NA,"Data not available"
"MTQ","Martinique","CO","1h",NA,"Data not available"
"MTQ","Martinique","CO","24h",NA,"Data not available"
"MTQ","Martinique","CO","8h",NA,"Data not available"
"MTQ","Martinique","NO2","1h",NA,"Data not available"
"MTQ","Martinique","NO2","24h",NA,"Data not available"
"MTQ","Martinique","NO2","yr",NA,"Data not available"
"MTQ","Martinique","O3","8h",NA,"Data not available"
"MTQ","Martinique","PM10","24h",NA,"Data not available"
"MTQ","Martinique","PM10","yr",NA,"Data not available"
"MTQ","Martinique","PM25","24h",NA,"Data not available"
"MTQ","Martinique","PM25","yr",NA,"Data not available"
"MTQ","Martinique","SO2","10m",NA,"Data not available"
"MTQ","Martinique","SO2","24h",NA,"Data not available"
"MRT","Mauritania","CO","15m",NA,"Data not available"
"MRT","Mauritania","CO","1h",NA,"Data not available"
"MRT","Mauritania","CO","24h",NA,"Data not available"
"MRT","Mauritania","CO","8h",NA,"Data not available"
"MRT","Mauritania","NO2","1h",NA,"Data not available"
"MRT","Mauritania","NO2","24h",NA,"Data not available"
"MRT","Mauritania","NO2","yr",NA,"Data not available"
"MRT","Mauritania","O3","8h",NA,"Data not available"
"MRT","Mauritania","PM10","24h",NA,"Data not available"
"MRT","Mauritania","PM10","yr",NA,"Data not available"
"MRT","Mauritania","PM25","24h",NA,"Data not available"
"MRT","Mauritania","PM25","yr",NA,"Data not available"
"MRT","Mauritania","SO2","10m",NA,"Data not available"
"MRT","Mauritania","SO2","24h",NA,"Data not available"
"MUS","Mauritius","CO","15m",NA,"Data not available"
"MUS","Mauritius","CO","1h",25000,"≤35,000"
"MUS","Mauritius","CO","24h",NA,"Data not available"
"MUS","Mauritius","CO","8h",10000,"≤10,000"
"MUS","Mauritius","NO2","1h",NA,"Data not available"
"MUS","Mauritius","NO2","24h",200,">120"
"MUS","Mauritius","NO2","yr",NA,"Data not available"
"MUS","Mauritius","O3","8h",NA,"Data not available"
"MUS","Mauritius","PM10","24h",100,">75 to 100"
"MUS","Mauritius","PM10","yr",NA,"Data not available"
"MUS","Mauritius","PM25","24h",NA,"Data not available"
"MUS","Mauritius","PM25","yr",NA,"Data not available"
"MUS","Mauritius","SO2","10m",NA,"Data not available"
"MUS","Mauritius","SO2","24h",200,">125"
"MYT","Mayotte","CO","15m",NA,"Data not available"
"MYT","Mayotte","CO","1h",NA,"Data not available"
"MYT","Mayotte","CO","24h",NA,"Data not available"
"MYT","Mayotte","CO","8h",NA,"Data not available"
"MYT","Mayotte","NO2","1h",NA,"Data not available"
"MYT","Mayotte","NO2","24h",NA,"Data not available"
"MYT","Mayotte","NO2","yr",NA,"Data not available"
"MYT","Mayotte","O3","8h",NA,"Data not available"
"MYT","Mayotte","PM10","24h",NA,"Data not available"
"MYT","Mayotte","PM10","yr",NA,"Data not available"
"MYT","Mayotte","PM25","24h",NA,"Data not available"
"MYT","Mayotte","PM25","yr",NA,"Data not available"
"MYT","Mayotte","SO2","10m",NA,"Data not available"
"MYT","Mayotte","SO2","24h",NA,"Data not available"
"MEX","Mexico","CO","15m",NA,"Data not available"
"MEX","Mexico","CO","1h",30000,"≤35,000"
"MEX","Mexico","CO","24h",NA,"Data not available"
"MEX","Mexico","CO","8h",10000,"≤10,000"
"MEX","Mexico","NO2","1h",200,"≤200"
"MEX","Mexico","NO2","24h",NA,"Data not available"
"MEX","Mexico","NO2","yr",40,">30 to 40"
"MEX","Mexico","O3","8h",100,"≤100"
"MEX","Mexico","PM10","24h",60,">50 to 75"
"MEX","Mexico","PM10","yr",28,">20 to 30"
"MEX","Mexico","PM25","24h",33,">25 to 37.5"
"MEX","Mexico","PM25","yr",10,">5 to 10"
"MEX","Mexico","SO2","10m",NA,"Data not available"
"MEX","Mexico","SO2","24h",104.8,">50 to 125"
"FSM","Micronesia (Federated States of)","CO","15m",NA,"Data not available"
"FSM","Micronesia (Federated States of)","CO","1h",NA,"Data not available"
"FSM","Micronesia (Federated States of)","CO","24h",NA,"Data not available"
"FSM","Micronesia (Federated States of)","CO","8h",NA,"Data not available"
"FSM","Micronesia (Federated States of)","NO2","1h",NA,"Data not available"
"FSM","Micronesia (Federated States of)","NO2","24h",NA,"Data not available"
"FSM","Micronesia (Federated States of)","NO2","yr",NA,"Data not available"
"FSM","Micronesia (Federated States of)","O3","8h",NA,"Data not available"
"FSM","Micronesia (Federated States of)","PM10","24h",NA,"Data not available"
"FSM","Micronesia (Federated States of)","PM10","yr",NA,"Data not available"
"FSM","Micronesia (Federated States of)","PM25","24h",NA,"Data not available"
"FSM","Micronesia (Federated States of)","PM25","yr",NA,"Data not available"
"FSM","Micronesia (Federated States of)","SO2","10m",NA,"Data not available"
"FSM","Micronesia (Federated States of)","SO2","24h",NA,"Data not available"
"MCO","Monaco","CO","15m",NA,"Data not available"
"MCO","Monaco","CO","1h",NA,"Data not available"
"MCO","Monaco","CO","24h",NA,"Data not available"
"MCO","Monaco","CO","8h",NA,"Data not available"
"MCO","Monaco","NO2","1h",NA,"Data not available"
"MCO","Monaco","NO2","24h",NA,"Data not available"
"MCO","Monaco","NO2","yr",NA,"Data not available"
"MCO","Monaco","O3","8h",NA,"Data not available"
"MCO","Monaco","PM10","24h",NA,"Data not available"
"MCO","Monaco","PM10","yr",NA,"Data not available"
"MCO","Monaco","PM25","24h",NA,"Data not available"
"MCO","Monaco","PM25","yr",NA,"Data not available"
"MCO","Monaco","SO2","10m",NA,"Data not available"
"MCO","Monaco","SO2","24h",NA,"Data not available"
"MNG","Mongolia","CO","15m",NA,"Data not available"
"MNG","Mongolia","CO","1h",30000,"≤35,000"
"MNG","Mongolia","CO","24h",NA,"Data not available"
"MNG","Mongolia","CO","8h",10000,"≤10,000"
"MNG","Mongolia","NO2","1h",NA,"Data not available"
"MNG","Mongolia","NO2","24h",50,">25 to 50"
"MNG","Mongolia","NO2","yr",40,">30 to 40"
"MNG","Mongolia","O3","8h",100,"≤100"
"MNG","Mongolia","PM10","24h",100,">75 to 100"
"MNG","Mongolia","PM10","yr",50,">30 to 50"
"MNG","Mongolia","PM25","24h",50,">37.5 to 50"
"MNG","Mongolia","PM25","yr",25,">15 to 25"
"MNG","Mongolia","SO2","10m",NA,"Data not available"
"MNG","Mongolia","SO2","24h",50,">40 to 50"
"MNE","Montenegro","CO","15m",NA,"Data not available"
"MNE","Montenegro","CO","1h",NA,"Data not available"
"MNE","Montenegro","CO","24h",NA,"Data not available"
"MNE","Montenegro","CO","8h",10000,"≤10,000"
"MNE","Montenegro","NO2","1h",200,"≤200"
"MNE","Montenegro","NO2","24h",40,">25 to 50"
"MNE","Montenegro","NO2","yr",NA,"Data not available"
"MNE","Montenegro","O3","8h",120,">100 to 120"
"MNE","Montenegro","PM10","24h",50,">45 to 50"
"MNE","Montenegro","PM10","yr",40,">30 to 50"
"MNE","Montenegro","PM25","24h",NA,"Data not available"
"MNE","Montenegro","PM25","yr",20,">15 to 25"
"MNE","Montenegro","SO2","10m",NA,"Data not available"
"MNE","Montenegro","SO2","24h",125,">50 to 125"
"MSR","Montserrat","CO","15m",NA,"Data not available"
"MSR","Montserrat","CO","1h",NA,"Data not available"
"MSR","Montserrat","CO","24h",NA,"Data not available"
"MSR","Montserrat","CO","8h",NA,"Data not available"
"MSR","Montserrat","NO2","1h",NA,"Data not available"
"MSR","Montserrat","NO2","24h",NA,"Data not available"
"MSR","Montserrat","NO2","yr",NA,"Data not available"
"MSR","Montserrat","O3","8h",NA,"Data not available"
"MSR","Montserrat","PM10","24h",NA,"Data not available"
"MSR","Montserrat","PM10","yr",NA,"Data not available"
"MSR","Montserrat","PM25","24h",NA,"Data not available"
"MSR","Montserrat","PM25","yr",NA,"Data not available"
"MSR","Montserrat","SO2","10m",NA,"Data not available"
"MSR","Montserrat","SO2","24h",NA,"Data not available"
"MAR","Morocco","CO","15m",NA,"Data not available"
"MAR","Morocco","CO","1h",NA,"Data not available"
"MAR","Morocco","CO","24h",NA,"Data not available"
"MAR","Morocco","CO","8h",10000,"≤10,000"
"MAR","Morocco","NO2","1h",200,"≤200"
"MAR","Morocco","NO2","24h",NA,"Data not available"
"MAR","Morocco","NO2","yr",50,">40"
"MAR","Morocco","O3","8h",110,">100 to 120"
"MAR","Morocco","PM10","24h",50,">45 to 50"
"MAR","Morocco","PM10","yr",NA,"Data not available"
"MAR","Morocco","PM25","24h",NA,"Data not available"
"MAR","Morocco","PM25","yr",NA,"Data not available"
"MAR","Morocco","SO2","10m",NA,"Data not available"
"MAR","Morocco","SO2","24h",125,">50 to 125"
"MOZ","Mozambique","CO","15m",100000,"≤100,000"
"MOZ","Mozambique","CO","1h",30000,"≤35,000"
"MOZ","Mozambique","CO","24h",NA,"Data not available"
"MOZ","Mozambique","CO","8h",10000,"≤10,000"
"MOZ","Mozambique","NO2","1h",190,"≤200"
"MOZ","Mozambique","NO2","24h",NA,"Data not available"
"MOZ","Mozambique","NO2","yr",10,"≤10"
"MOZ","Mozambique","O3","8h",120,">100 to 120"
"MOZ","Mozambique","PM10","24h",NA,"Data not available"
"MOZ","Mozambique","PM10","yr",NA,"Data not available"
"MOZ","Mozambique","PM25","24h",NA,"Data not available"
"MOZ","Mozambique","PM25","yr",NA,"Data not available"
"MOZ","Mozambique","SO2","10m",500,"≤500"
"MOZ","Mozambique","SO2","24h",100,">50 to 125"
"MMR","Myanmar","CO","15m",NA,"Non-existent AQS"
"MMR","Myanmar","CO","1h",NA,"Non-existent AQS"
"MMR","Myanmar","CO","24h",NA,"Non-existent AQS"
"MMR","Myanmar","CO","8h",NA,"Non-existent AQS"
"MMR","Myanmar","NO2","1h",NA,"Non-existent AQS"
"MMR","Myanmar","NO2","24h",NA,"Non-existent AQS"
"MMR","Myanmar","NO2","yr",NA,"Non-existent AQS"
"MMR","Myanmar","O3","8h",NA,"Non-existent AQS"
"MMR","Myanmar","PM10","24h",NA,"Non-existent AQS"
"MMR","Myanmar","PM10","yr",NA,"Non-existent AQS"
"MMR","Myanmar","PM25","24h",NA,"Non-existent AQS"
"MMR","Myanmar","PM25","yr",NA,"Non-existent AQS"
"MMR","Myanmar","SO2","10m",NA,"Non-existent AQS"
"MMR","Myanmar","SO2","24h",NA,"Non-existent AQS"
"NAM","Namibia","CO","15m",NA,"Data not available"
"NAM","Namibia","CO","1h",NA,"Data not available"
"NAM","Namibia","CO","24h",NA,"Data not available"
"NAM","Namibia","CO","8h",NA,"Data not available"
"NAM","Namibia","NO2","1h",NA,"Data not available"
"NAM","Namibia","NO2","24h",NA,"Data not available"
"NAM","Namibia","NO2","yr",NA,"Data not available"
"NAM","Namibia","O3","8h",NA,"Data not available"
"NAM","Namibia","PM10","24h",NA,"Data not available"
"NAM","Namibia","PM10","yr",NA,"Data not available"
"NAM","Namibia","PM25","24h",NA,"Data not available"
"NAM","Namibia","PM25","yr",NA,"Data not available"
"NAM","Namibia","SO2","10m",NA,"Data not available"
"NAM","Namibia","SO2","24h",NA,"Data not available"
"NRU","Nauru","CO","15m",NA,"Non-existent AQS"
"NRU","Nauru","CO","1h",NA,"Non-existent AQS"
"NRU","Nauru","CO","24h",NA,"Non-existent AQS"
"NRU","Nauru","CO","8h",NA,"Non-existent AQS"
"NRU","Nauru","NO2","1h",NA,"Non-existent AQS"
"NRU","Nauru","NO2","24h",NA,"Non-existent AQS"
"NRU","Nauru","NO2","yr",NA,"Non-existent AQS"
"NRU","Nauru","O3","8h",NA,"Non-existent AQS"
"NRU","Nauru","PM10","24h",NA,"Non-existent AQS"
"NRU","Nauru","PM10","yr",NA,"Non-existent AQS"
"NRU","Nauru","PM25","24h",NA,"Non-existent AQS"
"NRU","Nauru","PM25","yr",NA,"Non-existent AQS"
"NRU","Nauru","SO2","10m",NA,"Non-existent AQS"
"NRU","Nauru","SO2","24h",NA,"Non-existent AQS"
"NPL","Nepal","CO","15m",NA,"Data not available"
"NPL","Nepal","CO","1h",NA,"Data not available"
"NPL","Nepal","CO","24h",NA,"Data not available"
"NPL","Nepal","CO","8h",10000,"≤10,000"
"NPL","Nepal","NO2","1h",NA,"Data not available"
"NPL","Nepal","NO2","24h",80,">50 to 120"
"NPL","Nepal","NO2","yr",40,">30 to 40"
"NPL","Nepal","O3","8h",157,">120 to 160"
"NPL","Nepal","PM10","24h",120,">100 to 150"
"NPL","Nepal","PM10","yr",NA,"Data not available"
"NPL","Nepal","PM25","24h",40,">37.5 to 50"
"NPL","Nepal","PM25","yr",NA,"Data not available"
"NPL","Nepal","SO2","10m",NA,"Data not available"
"NPL","Nepal","SO2","24h",70,">50 to 125"
"NLD","Netherlands (Kingdom of the)","CO","15m",NA,"Data not available"
"NLD","Netherlands (Kingdom of the)","CO","1h",NA,"Data not available"
"NLD","Netherlands (Kingdom of the)","CO","24h",4000,"≤4,000"
"NLD","Netherlands (Kingdom of the)","CO","8h",10000,"≤10,000"
"NLD","Netherlands (Kingdom of the)","NO2","1h",200,"≤200"
"NLD","Netherlands (Kingdom of the)","NO2","24h",50,">25 to 50"
"NLD","Netherlands (Kingdom of the)","NO2","yr",20,">10 to 20"
"NLD","Netherlands (Kingdom of the)","O3","8h",120,">100 to 120"
"NLD","Netherlands (Kingdom of the)","PM10","24h",45,"≤45"
"NLD","Netherlands (Kingdom of the)","PM10","yr",20,">15 to 20"
"NLD","Netherlands (Kingdom of the)","PM25","24h",25,">15 to 25"
"NLD","Netherlands (Kingdom of the)","PM25","yr",10,">5 to 10"
"NLD","Netherlands (Kingdom of the)","SO2","10m",NA,"Data not available"
"NLD","Netherlands (Kingdom of the)","SO2","24h",50,">40 to 50"
"NCL","New Caledonia","CO","15m",NA,"Data not available"
"NCL","New Caledonia","CO","1h",NA,"Data not available"
"NCL","New Caledonia","CO","24h",NA,"Data not available"
"NCL","New Caledonia","CO","8h",10,"≤10,000"
"NCL","New Caledonia","NO2","1h",200,"≤200"
"NCL","New Caledonia","NO2","24h",NA,"Data not available"
"NCL","New Caledonia","NO2","yr",40,">30 to 40"
"NCL","New Caledonia","O3","8h",120,">100 to 120"
"NCL","New Caledonia","PM10","24h",50,">45 to 50"
"NCL","New Caledonia","PM10","yr",30,">20 to 30"
"NCL","New Caledonia","PM25","24h",37.5,">25 to 37.5"
"NCL","New Caledonia","PM25","yr",20,">15 to 25"
"NCL","New Caledonia","SO2","10m",NA,"Data not available"
"NCL","New Caledonia","SO2","24h",125,">50 to 125"
"NZL","New Zealand","CO","15m",NA,"Data not available"
"NZL","New Zealand","CO","1h",NA,"Data not available"
"NZL","New Zealand","CO","24h",NA,"Data not available"
"NZL","New Zealand","CO","8h",10000,"≤10,000"
"NZL","New Zealand","NO2","1h",200,"≤200"
"NZL","New Zealand","NO2","24h",NA,"Data not available"
"NZL","New Zealand","NO2","yr",NA,"Data not available"
"NZL","New Zealand","O3","8h",NA,"Data not available"
"NZL","New Zealand","PM10","24h",50,">45 to 50"
"NZL","New Zealand","PM10","yr",NA,"Data not available"
"NZL","New Zealand","PM25","24h",NA,"Data not available"
"NZL","New Zealand","PM25","yr",NA,"Data not available"
"NZL","New Zealand","SO2","10m",NA,"Data not available"
"NZL","New Zealand","SO2","24h",NA,"Data not available"
"NIC","Nicaragua","CO","15m",NA,"Data not available"
"NIC","Nicaragua","CO","1h",40000,">35,000"
"NIC","Nicaragua","CO","24h",NA,"Data not available"
"NIC","Nicaragua","CO","8h",10000,"≤10,000"
"NIC","Nicaragua","NO2","1h",400,">200"
"NIC","Nicaragua","NO2","24h",NA,"Data not available"
"NIC","Nicaragua","NO2","yr",100,">40"
"NIC","Nicaragua","O3","8h",160,">120 to 160"
"NIC","Nicaragua","PM10","24h",150,">100 to 150"
"NIC","Nicaragua","PM10","yr",50,">30 to 50"
"NIC","Nicaragua","PM25","24h",NA,"Data not available"
"NIC","Nicaragua","PM25","yr",NA,"Data not available"
"NIC","Nicaragua","SO2","10m",NA,"Data not available"
"NIC","Nicaragua","SO2","24h",365,">125"
"NER","Niger","CO","15m",NA,"Data not available"
"NER","Niger","CO","1h",NA,"Data not available"
"NER","Niger","CO","24h",NA,"Data not available"
"NER","Niger","CO","8h",NA,"Data not available"
"NER","Niger","NO2","1h",NA,"Data not available"
"NER","Niger","NO2","24h",NA,"Data not available"
"NER","Niger","NO2","yr",NA,"Data not available"
"NER","Niger","O3","8h",NA,"Data not available"
"NER","Niger","PM10","24h",NA,"Data not available"
"NER","Niger","PM10","yr",NA,"Data not available"
"NER","Niger","PM25","24h",NA,"Data not available"
"NER","Niger","PM25","yr",NA,"Data not available"
"NER","Niger","SO2","10m",NA,"Data not available"
"NER","Niger","SO2","24h",NA,"Data not available"
"NGA","Nigeria","CO","15m",NA,"Data not available"
"NGA","Nigeria","CO","1h",10000,"≤35,000"
"NGA","Nigeria","CO","24h",NA,"Data not available"
"NGA","Nigeria","CO","8h",5000,"≤10,000"
"NGA","Nigeria","NO2","1h",200,"≤200"
"NGA","Nigeria","NO2","24h",120,">50 to 120"
"NGA","Nigeria","NO2","yr",80,">40"
"NGA","Nigeria","O3","8h",100,"≤100"
"NGA","Nigeria","PM10","24h",150,">100 to 150"
"NGA","Nigeria","PM10","yr",60,">50 to 70"
"NGA","Nigeria","PM25","24h",40,">37.5 to 50"
"NGA","Nigeria","PM25","yr",20,">15 to 25"
"NGA","Nigeria","SO2","10m",NA,"Data not available"
"NGA","Nigeria","SO2","24h",120,">50 to 125"
"NIU","Niue","CO","15m",NA,"Non-existent AQS"
"NIU","Niue","CO","1h",NA,"Non-existent AQS"
"NIU","Niue","CO","24h",NA,"Non-existent AQS"
"NIU","Niue","CO","8h",NA,"Non-existent AQS"
"NIU","Niue","NO2","1h",NA,"Non-existent AQS"
"NIU","Niue","NO2","24h",NA,"Non-existent AQS"
"NIU","Niue","NO2","yr",NA,"Non-existent AQS"
"NIU","Niue","O3","8h",NA,"Non-existent AQS"
"NIU","Niue","PM10","24h",NA,"Non-existent AQS"
"NIU","Niue","PM10","yr",NA,"Non-existent AQS"
"NIU","Niue","PM25","24h",NA,"Non-existent AQS"
"NIU","Niue","PM25","yr",NA,"Non-existent AQS"
"NIU","Niue","SO2","10m",NA,"Non-existent AQS"
"NIU","Niue","SO2","24h",NA,"Non-existent AQS"
"NFK","Norfolk Island","CO","15m",NA,"Data not available"
"NFK","Norfolk Island","CO","1h",NA,"Data not available"
"NFK","Norfolk Island","CO","24h",NA,"Data not available"
"NFK","Norfolk Island","CO","8h",NA,"Data not available"
"NFK","Norfolk Island","NO2","1h",NA,"Data not available"
"NFK","Norfolk Island","NO2","24h",NA,"Data not available"
"NFK","Norfolk Island","NO2","yr",NA,"Data not available"
"NFK","Norfolk Island","O3","8h",NA,"Data not available"
"NFK","Norfolk Island","PM10","24h",NA,"Data not available"
"NFK","Norfolk Island","PM10","yr",NA,"Data not available"
"NFK","Norfolk Island","PM25","24h",NA,"Data not available"
"NFK","Norfolk Island","PM25","yr",NA,"Data not available"
"NFK","Norfolk Island","SO2","10m",NA,"Data not available"
"NFK","Norfolk Island","SO2","24h",NA,"Data not available"
"MKD","North Macedonia","CO","15m",NA,"Data not available"
"MKD","North Macedonia","CO","1h",NA,"Data not available"
"MKD","North Macedonia","CO","24h",NA,"Data not available"
"MKD","North Macedonia","CO","8h",10000,"≤10,000"
